BusinessNum,PerformAgent,MergedText
2248100078,경운대학교,EQU 사회맞춤형산학협력선도대학(LINC+)육성(0.5) 1345323329.0 2.02e+19 NFEC-2020-11-266183 2020.0 2020.0 P13 교육부 1.21E+22 산학연협력고도화지원(R&D) 7003450 70000.0 위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구 120101.0 위의 중점과학기술에 속하지 않는 기타 연구 OC9999 달리 분류되지 않는 과학기술과 인문사회 nan nan nan nan
2248100078,(재)경북테크노파크,EQU 자기 유도/공진형 무선전력전송 산업기반구축 1415157615.0 2.02e+19 NFEC-2019-01-248121 2018.0 2018.0 P21 산업통상자원부 U10072 산업융합기반구축 ZC81057 70000.0 위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구 120101.0 위의 중점과학기술에 속하지 않는 기타 연구 ED0302 전력변환기기 nan nan nan nan
2248100078,한국산업기술시험원,EQU 고출력 태양광 시스템의 구성제품 기술발전에 따른 표준화 및 인증기반 고도화 1415171196.0 2.02e+19 NFEC-2021-07-271558 2021.0 2020.0 P21 산업통상자원부 2.15E+22 신재생에너지표준화및인증고도화지원(R&D) ZC80287 50218.0 기타 에너지기술 90204.0 고효율 태양전지 기술 EF0601 태양광 nan nan nan nan
2248100078,(재)한국건설생활환경시험연구원,EQU 특수목적형 자동차 튜닝 클러스터 구축사업 1415164570.0 2.02e+19 NFEC-2020-01-259981 2019.0 2019.0 P21 산업통상자원부 B10072 산업융합기반구축 ACC2575 70000.0 위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구 120101.0 위의 중점과학기술에 속하지 않는 기타 연구 EA0999 달리 분류되지 않는 자동차/철도차량 nan nan nan nan
2248100078,부산경제진흥원,EQU 신발성능 표준화 및 인증체계 구축 1415136769.0 2.02e+19 NFEC-2016-03-208681 2015.0 2014.0 P21 산업통상자원부 2.11E+22 산업기술개발기반구축 ABY5553 70000.0 위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구 60000.0 위의 국가전략기술에 속하지 않는 기타 연구 EC0699 달리 분류되지 않는 화학제품 EA0199 달리 분류되지 않는 측정표준/시험평가기술 nan nan
2248100078,이레테크,EQU 반도체 세정 공정용 O3 발생장치를 위한 고순도 쿼츠방전관 1425109225.0 2.02e+19 NFEC-2018-07-244874 2017.0 2017.0 P73 중소벤처기업부 S2011 기술혁신개발사업 AAH3848 50313.0 유해성 원부재료 대체기술 30205.0 폐기물 감량 및 처리기술 ED0207 세정장비 nan nan nan nan
2248100078,한국철도기술연구원,EQU 멀티스캔 EMC 측정시스템 개발 1615009797.0 2.02e+19 NFEC-2019-01-253872 2018.0 2018.0 P26 국토교통부 137 철도기술연구사업 B551201 10411.0 기타 정보기술 10402.0 스마트 철도교통 기술 EI0699 달리 분류되지 않는 철도교통기술 nan nan nan nan
2248100078,군산대학교,EQU 풍력기술연구센터 1345248240.0 2.02e+19 NFEC-2017-04-236943 2017.0 2016.0 P13 교육부 R1A6A1A03 이공학학술연구기반구축 7000329 70000.0 위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구 10402.0 지능형 물류체계기술 ED0301 발전기/전동기 및 제어 ED0302 전력변환기기 EA0707 에너지/환경 제어설비
1273000144,(재)광주전남테크노파크,EQU LED/LD패키징시험생산기술지원기반구축 1410044024.0 2.01e+19 NFEC-2010-12-117882 2004.0 2003.0 38 산업자원부 2.30E+15 산업기술기반구축 ZC87891 10000.0 IT분야 60000.0 위의 국가기술지도(NTRM) 99개 핵심기술 분류에 속하지 않는 기타 연구 J 정보 nan nan nan nan
1273000144,한국가속기및플라즈마연구협회,EQU 첨단전자빔산업기술이용센터의 조성 및 운영사업 1415106626.0 2.01e+19 NFEC-2010-10-085367 2009.0 2009.0 N38 지식경제부 200907433530305A 지역전략산업육성 ZD07055 70000.0 위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구 60000.0 위의 국가기술지도(NTRM) 99개 핵심기술 분류에 속하지 않는 기타 연구 N07 방사선기술 nan nan nan nan
1273000144,한일튜브(주),EQU 차세대 디젤엔진용 초고압 대응 연료배관 시스템 기술 개발 1415081011.0 2.01e+19 NFEC-2012-07-167567 2009.0 2007.0 38 산업자원부 2.01E+13 산업혁신기술개발 ZC67490 70000.0 위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구 60000.0 위의 국가기술지도(NTRM) 99개 핵심기술 분류에 속하지 않는 기타 연구 F2 기계 nan 육상수송기계 nan nan
1273000144,(주)에이티엠코리아,EQU 염료감응형태양전지용 고속 염료흡착장비 및 공정기술 개발 1425085102.0 2.01e+19 NFEC-2014-10-192555 2013.0 2013.0 P48 중소기업청 S2011 기술혁신개발사업 ACE7019 50211.0 에너지소재 기술 31800.0 태양에너지기술 EF0601 태양광 nan nan nan nan
1273000144,광운대학교,EQU 차세대 PDP 공동연구 기반 구축 사업 1410056722.0 2.01e+19 NFEC-2008-08-063184 2007.0 2005.0 38 산업자원부 2.30E+15 산업기술기반구축 7001546 70000.0 위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구 40000.0 <비전Ⅳ. 기반주력산업 가치창출> 분야 Z nan nan nan nan nan
1273000144,한국과학기술연구원,EQU 시설비 1711063803.0 2.02e+19 NFEC-2018-04-243024 2018.0 2017.0 P71 과학기술정보통신부 1.31E+22 한국과학기술연구원연구운영비지원 B090032 70000.0 위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구 60000.0 위의 국가전략기술에 속하지 않는 기타 연구 OC0305 과학기술과 정책 nan nan nan nan
1273000144,에프아이티아이 시험연구원,EQU 국제상호인정시험평가능력기반구축사업(산업용섬유) 1415087346.0 2.01e+19 NFEC-2007-10-016498 2006.0 2008.0 N38 지식경제부 200807432370301A 국제상호인정시험평가능력기반구축 ZD13080 70000.0 위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구 60000.0 위의 국가기술지도(NTRM) 99개 핵심기술 분류에 속하지 않는 기타 연구 S5 기술혁신·과학기술정책 nan 과학기술과정책 nan nan
1238609620,전력연구원,EQU 전력선통신 유비쿼터스 기술개발 사업 1410051138.0 2.01e+19 NFEC-2013-02-175515 2007.0 2006.0 38 산업자원부 2.30E+15 전력산업연구개발사업(기금) ZD07007 10214.0 기타 네트워크기술 10500.0 지능네트워크 기술 I6 전기·전자 nan 전기 응용기술 nan nan
6138700740,라이트비전(주),EQU AI기반 소재 결정구조분석 솔루션 및 서비스 개발 1711117073.0 2.02e+19 NFEC-2020-10-265385 2020.0 2020.0 P71 과학기술정보통신부 BIZ2020008BIZ2020045BIZ2020113 인공지능융합선도프로젝트 ACU7919 10315.0 정보검색 및 DB기술 110301.0 지능형 빅데이터 분석 및 활용 기술 EE0202 S/W 솔루션 EB0702 재료구조/조직 분석기술 EE0102 알고리즘
1198601393,주식회사 넥스트폼,EQU 발사체 개발용 열 유동수치모사 프로그램 개발 및 사용자 환경 구축 1711052936.0 2.02e+19 NFEC-2017-09-239809 2017.0 2017.0 P71 과학기술정보통신부 M1A3A3A04 우주핵심기술개발 ACH9781 40214.0 기타 발사체기술 20402.0 우주발사체 개발 기술 EA1207 우주발사체 관련 S/W EA1202 액체 추진체 발사체 시스템 EA1208 우주발사체 지상설비시스템
5268709826,(주)위드텍,EQU 이동형 원전 해체 방사성폐기물 핵종분석 설비 개발 1415168468.0 2.02e+19 NFEC-2021-03-269281 2021.0 2020.0 P21 산업통상자원부 B00032 원자력핵심기술개발 ZA49154 50116.0 기타 환경기반기술 90302.0 원자력 환경방호 기술 EG0302 계측/제어 시스템 기술 EG0705 방사선 계측/선량평가기술 EG0699 달리 분류되지 않는 핵연료주기/ 방사성 폐기물 관리기술
8261900715,한국에너지기술연구원,EQU CCS 기술 상용화를 위한 표준인증 성능평가 기술 및 통합평가모듈 개발 1415126655.0 2.01e+19 NFEC-2013-11-183780 2013.0 2012.0 N38 지식경제부 201107451400331A 에너지자원융합원천기술개발 B551184 50111.0 대기오염물질 저감 및 제거기술 30100.0 대기오염물질 저감 및 제거기술 O0101 대기오염 방지기술 O1201 배출량 저감 최적화기술 O0199 달리 분류되지 않는 대기질관리
8261900715,한국가스안전공사 연구개발원,EQU 고압 독성가스 사고피해 기반 안전관리 기술개발 1415137017.0 2.02e+19 NFEC-2015-05-202134 2014.0 2014.0 P21 산업통상자원부 2.11E+22 에너지자원융합핵심기술개발(에특) ACH6695 70000.0 위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구 60000.0 위의 국가전략기술에 속하지 않는 기타 연구 EF9999 달리 분류되지 않는 에너지/자원 nan nan nan nan
4108601925,제주대학교,EQU USN기반 농수축산 지원 융합기술개발 1415089767.0 2.01e+19 NFEC-2008-08-065817 2008.0 2008.0 N38 지식경제부 2.01E+15 지역전략산업진흥 7000974 10411.0 기타 정보기술 10500.0 지능네트워크 기술 I9 전기·전자 nan 융합전기전자기술 시스템 nan nan
2158600382,아시아종묘(주),EQU 자성주를 이용한 참외 채종법 개발 1545000245.0 2.01e+19 NFEC-2009-10-074317 2009.0 2008.0 N16 농림수산식품부 2.01E+13 농림기술개발 AAV9054 20119.0 기타기초·기반기술 50700.0 고품질·다수확 작물 생산 기술 L1 농림·수산 nan 농·원예작물 nan nan
2158600382,아시아종묘(주),EQU 세포질 웅성불임성을 이용한 종자 수출용 양배추 품종 개발 1545000190.0 2.01e+19 NFEC-2009-10-074351 2009.0 2008.0 N16 농림수산식품부 2.01E+13 농림기술개발 AAV9054 20119.0 기타기초·기반기술 50700.0 고품질·다수확 작물 생산 기술 L1 농림·수산 nan 농·원예작물 nan nan
1168108126,비앤비쏠루션(주),EQU 안드로이드 SW 플랫폼용 ATSC-M/H 모듈 및 플레이어 개발 1425061079.0 2.01e+19 NFEC-2011-02-139938 2010.0 2010.0 N30 중소기업청 2.01E+15 중소기업기술혁신개발 ZB53527 10115.0 기타 정보통신 부품기술 11000.0 디지털 방송기술 L07 디지털방송 nan nan nan nan
2298108482,(주)SNOGEN,EQU 폴리유산계 섬유용 Black 염료 및 심색제 개발 1425061098.0 2.01e+19 NFEC-2012-09-170422 2010.0 2010.0 N30 중소기업청 2.01E+15 기업협동형기술개발 ABW0621 30212.0 기타 나노소재기술 41600.0 나노 소재·소자기술 J05 정밀화학 nan nan nan nan
2298108482,대영산업(주),EQU 특수 감열지용 현색제 및 감열잉크 개발 1425073636.0 2.01e+19 NFEC-2013-01-174663 2012.0 2012.0 N30 중소기업청 S2011 기술혁신개발사업 AAJ1971 50313.0 유해성 원부재료 대체기술 41600.0 나노 소재·소자기술 J0508 첨가제 nan nan nan nan
1208104337,한국전자통신연구원,EQU [사회문제] 통신비 부담 경감을 위한 대중교통수단에서의공공와이파이 체감 품질 개선기술개발 1711076638.0 2.02e+19 NFEC-2019-08-257455 2018.0 2018.0 P71 과학기술정보통신부 BIZ2018069BIZ2018070BIZ2018071 방송통신산업기술개발(R&D) ZC89719 10214.0 기타 네트워크기술 110701.0 초고속·대용량·초저지연 통신 네트워크 기술 EE0601 이동통신 서비스 EE0602 이동통신 시스템 EE0603 이동통신 단말기
1268104240,한국해양과학기술원 부설 선박해양플랜트연구소,EQU 첨단 지상파항법시스템(eLoran) 기술개발 1525005667.0 2.02e+19 NFEC-2016-09-211605 2016.0 2016.0 P27 해양수산부 PRG20055 해양안전 및 해양교통시설기술개발 ACI2491 10411.0 기타 정보기술 60000.0 위의 국가전략기술에 속하지 않는 기타 연구 EI0899 달리 분류되지 않는 해양안전/교통기술 nan nan nan nan
1268104240,한국원자력안전기술원,EQU 주변국 핵활동 탐지 1075000686.0 2.02e+19 NFEC-2019-03-255082 2018.0 2017.0 P36 원자력안전위원회 3.81E+22 한국원자력안전기술원연구운영비지원 B550932 70000.0 위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구 50202.0 원자력 안전 확보 기술 EG0705 방사선 계측/선량평가기술 nan nan nan nan
1268104240,한국원자력연구원,EQU 방사선안전관리 1711078116.0 2.02e+19 NFEC-2018-06-244021 2018.0 2018.0 P71 과학기술정보통신부 13224415015222002241401A 한국원자력연구원연구운영비지원(주요사업비) B551909 70000.0 위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구 90302.0 원자력 환경방호 기술 EG9999 달리 분류되지 않는 원자력 nan nan nan nan
1268104240,(주)한진전자산업,EQU 50kW 출력확장형 고효율 eLoran 송신기 기술개발 1525006588.0 2.02e+19 NFEC-2017-12-240997 2017.0 2017.0 P27 해양수산부 PRG20055 해양안전 및 해양교통시설기술개발 AAM7513 70000.0 위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구 60000.0 위의 국가전략기술에 속하지 않는 기타 연구 EI0899 달리 분류되지 않는 해양안전/교통기술 nan nan nan nan
1358607358,(주)아스타,EQU OLED 유기소재 구조 및 안정성 분석을 위한 질량 분석 시스템 개발 1415172446.0 2.02e+19 NFEC-2021-11-274343 2021.0 2021.0 P21 산업통상자원부 B10057 전자부품산업기술개발 ZA38558 10113.0 차세대디스플레이기술 110202.0 대면적·초고속·초정밀 디스플레이 소재·공정 및 장비 기술 ED1010 디스플레이 측정/검사장비 nan nan nan nan
1094904053,(주)에코마이스터,EQU 제강슬래그의 특수가공 생산설비의 기술개발 및 공정개선을 통한 지금회수율 증가 및 친환경적 유용자산의 생산과 응용에 대한 연구 1485005872.0 2.01e+19 NFEC-2009-10-073247 2007.0 2007.0 34 환경부 2.01E+13 차세대핵심환경기술개발 ZC80830 50114.0 폐기물 처리 및 활용기술 30300.0 폐기물 저감 및 재활용 기술 N2 환경 nan 환경오염제어·관리기술 nan nan
1094904053,한국기계연구원부설재료연구소,EQU 금속소재종합센터구축사업 1415127538.0 2.01e+19 NFEC-2013-06-180175 2013.0 2012.0 N38 지식경제부 D20807435310304A 부품소재산업경쟁력향상(소재부품기술기반혁신) ZD02989 70000.0 위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구 60000.0 위의 국가기술지도(NTRM) 99개 핵심기술 분류에 속하지 않는 기타 연구 I01 금속재료 nan nan nan nan
1094904053,재단법인 막스플랑크 한국포스텍연구소,EQU 막스플랑크 한국-포스텍연구소 운영사업 1711019145.0 2.02e+19 NFEC-2015-06-203056 2015.0 2014.0 P12 미래창조과학부 K1A4A4 막스플랑크한국연구소설치 ACF6817 70000.0 위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구 60000.0 위의 국가전략기술에 속하지 않는 기타 연구 NB0504 비선형광학 NB0701 원자물리학 NB0702 분자물리학
1094904053,하나에이엠티 주식회사,EQU 초미세금속입자 제조용 Liquid Atomizing Nozzle 기술개발 1425070788.0 2.01e+19 NFEC-2012-09-170124 2012.0 2011.0 N30 중소기업청 S2051 창업성장기술개발사업 ACD8262 30212.0 기타 나노소재기술 41700.0 고기능 금속소재기술 I05 소성가공/분말 nan nan nan nan
1094904053,포항공과대학교,EQU 단일 아토초 발생에 관한 연구 1345060566.0 2.01e+19 NFEC-2011-01-133409 2010.0 2007.0 15 교육인적자원부 2.01E+13 기초연구과제지원 7002217 70000.0 위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구 60000.0 위의 국가기술지도(NTRM) 99개 핵심기술 분류에 속하지 않는 기타 연구 B5 물리학 nan 광학 nan nan
1094904053,한국산업기술진흥원,EQU 지역전략산업육성사업 평가관리비 1415106648.0 2.01e+19 NFEC-2008-08-064309 2008.0 2009.0 N38 지식경제부 200907433530305A 지역전략산업육성 ABX3081 70000.0 위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구 60000.0 위의 국가기술지도(NTRM) 99개 핵심기술 분류에 속하지 않는 기타 연구 OC99 기타 과학기술과 인문사회 nan nan nan nan
1094904053,기초과학연구원,EQU 초강력 레이저를 이용한 상대론 영역의 레이저-물질 상호작용 연구 1711033950.0 2.02e+19 NFEC-2015-01-195595 2015.0 2015.0 P12 미래창조과학부 1.31E+22 기초과학연구원연구운영비지원 ACE8061 70000.0 위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구 60000.0 위의 국가전략기술에 속하지 않는 기타 연구 NB05 광학 NB04 유체/플라즈마 NB01 입자/장물리
1094904053,막스플랑크 한국/포스텍연구소,EQU 막스플랑크 한국/포스텍연구소 1345171693.0 2.02e+19 NFEC-2015-02-197043 2013.0 2012.0 N15 교육과학기술부 K1A4A4 막스플랑크 한국-포스텍 연구소운영 ACF6419 70000.0 위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구 60000.0 위의 국가기술지도(NTRM) 99개 핵심기술 분류에 속하지 않는 기타 연구 B05 광학 B06 응집물질물리 nan nan
1094904053,삼성전기(주),EQU 모바일 PC용 초소형 발전기계 시스템 개발(세부) 1415087710.0 2.01e+19 NFEC-2011-01-141288 2009.0 2008.0 N38 지식경제부 200807432530302A 제조기반전략기술개발 ZB57453 50214.0 연료전지기술 31000.0 연료전지기술 O5 에너지·자원 nan 신·재생에너지 nan nan
1094904053,포항공과대학교,EQU 아토초 과학 센터 (CASTECH) 설립 1345110472.0 2.02e+19 NFEC-2015-11-206122 2010.0 2009.0 N15 교육과학기술부 200807019380401A 국제공동연구 7002217 70000.0 위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구 60000.0 위의 국가기술지도(NTRM) 99개 핵심기술 분류에 속하지 않는 기타 연구 B05 광학 B07 원자/분자물리 C01 물리화학
1094904053,한국세라믹기술원,EQU 세라믹소재종합솔루션센터구축 1415138056.0 2.02e+19 NFEC-2015-05-202379 2015.0 2014.0 P21 산업통상자원부 2.11E+22 소재부품기술기반혁신 ABX3309 70000.0 위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구 60000.0 위의 국가전략기술에 속하지 않는 기타 연구 EB02 세라믹재료 nan nan nan nan
1094904053,주식회사 피엠솔,EQU 친환경 자동차 제조혁신을 위한 핵심소재기술 개발 1425145226.0 2.02e+19 NFEC-2021-06-271506 2021.0 2020.0 P73 중소벤처기업부 S205F TIPS과제 ACW6679 70000.0 위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구 60201.0 고성능 금속소재 기술 EB0506 분말제조기술 nan nan nan nan
1094904053,광주과학기술원,EQU 극초단광양자빔 연구시설 설치 운영사업 1415099353.0 2.01e+19 NFEC-2010-09-083930 2010.0 2009.0 N38 지식경제부 200907431360301A 전자정보디바이스산업원천기술개발(반도체/디스플레이/LED ·광) B550935 30411.0 원자·분자 레벨 물질 조작기술 41400.0 초정밀 가공시스템기술 B05 광학 nan nan nan nan
1094904053,기초과학연구원,EQU 인간 및 동식물의 유전체 교정 1711045932.0 2.02e+19 NFEC-2016-07-210877 2016.0 2016.0 P12 미래창조과학부 1.31E+22 기초과학연구원연구운영비지원 ACE8061 20111.0 유전체기반 기술 20203.0 유전자 치료 기술 LA0299 달리 분류되지 않는 유전학/유전공학 nan nan nan nan
1094904053,포항공과대학교 포항가속기연구소,EQU 방사광가속기공동이용연구지원사업 1711099899.0 2.02e+19 NFEC-2020-02-260900 2019.0 2019.0 P71 과학기술정보통신부 1.31E+22 방사광가속기공동이용연구지원(R&D) ZD04227 70000.0 위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구 120101.0 위의 중점과학기술에 속하지 않는 기타 연구 NB0105 가속기/충돌 물리 nan nan nan nan
1094904053,조선내화(주) 대덕연구센터((주)화인테크),EQU 대용량 전력저장용 고성능 고안정성 베타알루미나(길이550mm 전해질2.5Ω㎝ 350MPa ) 양산기술 개발 1415126600.0 2.01e+19 NFEC-2013-08-181420 2013.0 2012.0 N38 지식경제부 201107451400331A 에너지자원융합원천기술개발 ACG0583 50217.0 에너지저장 이용기술 31900.0 2차 전지기술 M0403 대용량 전력수송/저장기술 I0299 달리 분류되지 않는 세라믹재료 nan nan
1094904053,포스코켐텍,EQU (세부2)kWh급 이차전지 음극소재 개발 1415126590.0 2.01e+19 NFEC-2013-10-183090 2013.0 2012.0 N38 지식경제부 201107451400331A 에너지자원융합원천기술개발 ACC2053 50217.0 에너지저장 이용기술 31900.0 2차 전지기술 K09 전지 nan nan nan nan
1094904053,고려대학교,EQU 환경독성 치료 및 예방기술 1345102493.0 2.01e+19 NFEC-2011-01-138721 2010.0 2009.0 N15 교육과학기술부 200807012320401A 선도연구센터 지원 7001504 20111.0 유전체기반 기술 20300.0 선도물질도출기술 G01 의생명과학 G08 보건학 nan nan
1094904053,한국생산기술연구원,EQU Mg을 이용한 희토자석의 고기능 순환소재화 기술개발 1415119924.0 2.01e+19 NFEC-2012-03-157559 2011.0 2011.0 N38 지식경제부 200807435310304A 부품소재산업경쟁력향상 B090021 50311.0 청정원천공정 기술 41700.0 고기능 금속소재기술 I01 금속재료 nan nan nan nan
1094904053,재단법인 막스플랑크 한국포스텍연구소,EQU 아토초 광시설을 활용한 나노 소재 광특성 연구 1711105115.0 2.02e+19 NFEC-2020-12-266457 2020.0 2020.0 P71 과학기술정보통신부 K1A4A4A01 나노·소재기술개발(R&D) ACF6817 30114.0 나노 photonics기술 120101.0 위의 중점과학기술에 속하지 않는 기타 연구 NB0504 비선형광학 NB0701 원자물리학 NB0702 분자물리학
1094904053,광주과학기술원,EQU 아시아 레이저 센터 운영 사업 1345084800.0 2.01e+19 NFEC-2011-01-133342 2009.0 2008.0 N15 교육과학기술부 200807020330401A (직할출연기관)광주과기원<0.5> B550935 70000.0 위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구 60000.0 위의 국가기술지도(NTRM) 99개 핵심기술 분류에 속하지 않는 기타 연구 S5 기술혁신·과학기술정책 nan 과학기술과정책 nan nan
1094904053,한국기계연구원부설재료연구소,"EQU 고성능 분말소재 · 부품산업 공동연구 지원센터 1415087356.0 2.01e+19 NFEC-2009-02-069843 2009.0 2008.0 N38 지식경제부 200807432600301A 산업소재전략기술개발 ZD02989 30211.0 나노소재기술(나노분말소재, 광학용 나노소재, 고기능 시너지 소재, 촉매·환경·기능소재에 중점) 41500.0 초미세 장비 및 공정 기술 G8 재료 nan 재료공정기술 nan nan"
1094904053,(주)아이엠,EQU 맞춤형 POC 진단기 및 고속 다종 분자 진단 플랫폼 개발 1415115736.0 2.01e+19 NFEC-2013-03-176936 2011.0 2011.0 N38 지식경제부 W00213 글로벌전문기술개발(정보통신) AAP1382 10115.0 기타 정보통신 부품기술 21900.0 생체정보 분석·활용 기술 L11 정보통신 모듈/부품 K08 영상/음향기기 nan nan
1094904053,대한소결금속(주),"EQU 980℃적용 핵심방산 소재의 상용화를 위한 다성분계 나노 산화물 분산강화형 초내열 합금 개발 1415145489.0 2.02e+19 NFEC-2017-06-238013 2016.0 2016.0 P21 산업통상자원부 U10775 소재부품기술개발 AAH7259 30211.0 나노소재기술(나노분말소재, 광학용 나노소재, 고기능 시너지 소재, 촉매·환경·기능소재에 중점) 60000.0 위의 국가전략기술에 속하지 않는 기타 연구 EB0103 복합재료 EB0506 분말제조기술 nan nan"
1094904053,(주)맥테크,EQU 고내화도 내열충격저항 산화물 세라믹 소재 개발 1415095051.0 2.01e+19 NFEC-2011-02-142770 2009.0 2008.0 N38 지식경제부 200807435360301A 부품소재산업경쟁력향상사업 ZA21199 70000.0 위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구 41800.0 고기능 세라믹 소재기술 G2 재료 nan 세라믹재료 nan nan
1102407288,빔스바이오,EQU 단백질 난발현 극복 활성형 구조유도 원천기술 개발 1415118104.0 2.01e+19 NFEC-2013-04-178256 2012.0 2011.0 N38 지식경제부 W00175 바이오의료기기산업원천기술개발사업 ACC2357 20211.0 바이오신약 개발기술 20300.0 선도물질도출기술 E06 생화학/구조생물학 nan nan nan nan
1352308836,(주)창성인천지점,EQU 고효율 광전흡수변환 금속합금 타겟 개발 1415115949.0 2.01e+19 NFEC-2012-10-171611 2012.0 2011.0 N38 지식경제부 W00215 산업소재산업원천기술개발 ZD00240 50211.0 에너지소재 기술 31300.0 에너지 소재기술 I01 금속재료 nan nan nan nan
1242501165,(주)디유에이엔아이,EQU 전동차용 Micro-processor 기반 Screw 구동 전기식 Plug-in sliding door 개발 1415104959.0 2.01e+19 NFEC-2011-01-131676 2009.0 2009.0 N38 지식경제부 200807435310304A 부품소재산업경쟁력향상(부품소재기술개발) ZA18905 70000.0 위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구 40400.0 한국형 고속전철 및 첨단경전철 기술 H09 자동차/철도차량 nan nan nan nan
2908104436,(주)푸른엠앤에스,EQU 휴대와 부착이 용이한 위치추적 단말 및 서비스개발 1425088748.0 2.02e+19 NFEC-2015-07-204036 2015.0 2014.0 P48 중소기업청 S2015 서비스연구개발사업(KEIT) ACH5969 10316.0 기타 정보처리시스템 및 S/W 기술 10203.0 융합서비스 플랫폼 기술 EE0904 활용서비스 플랫폼 및 응용 S/W nan nan nan nan
1348107995,(주)피앤테크,EQU 고장력 차체부품 제조를 위한 프레스금형 표면처리 공정기술 개발 1415103320.0 2.01e+19 NFEC-2011-02-144535 2010.0 2009.0 N38 지식경제부 200907433530305A 지역전략산업육성 AAM4269 30418.0 기타 나노기반 공정기술 41900.0 고기능 고분자 소재 기술 I01 금속재료 nan nan nan nan
1348107995,(주)케이피티유,EQU 초정밀 플라스틱 및 다이캐스팅 금형의 나노 하이브리드 코팅 기술개발 1425067052.0 2.01e+19 NFEC-2012-06-164458 2011.0 2011.0 N30 중소기업청 201103013340320A 중소기업기술혁신개발 ZD02025 30414.0 계면 혹은 표면의 나노구조화기술 41600.0 나노 소재·소자기술 I06 열/표면처리 nan nan nan nan
1348107995,(주)케이피티유,EQU 금형 및 부품소재 수명향상을 위한 High Power Diode Laser 표면처리 공정기술 개발 1425049368.0 2.01e+19 NFEC-2009-10-074322 2008.0 2008.0 N30 중소기업청 2.01E+15 중소기업기술혁신개발 ZD02025 30414.0 계면 혹은 표면의 나노구조화기술 41500.0 초미세 장비 및 공정 기술 B5 물리학 nan 광학 nan nan
2421406207,오영산업(주),"EQU 스텔스 기능 색소재료 및 적용기술 개발 1415125220.0 2.01e+19 NFEC-2013-11-183834 2013.0 2012.0 N38 지식경제부 U10008 산업소재원천기술개발 ZC04146 30211.0 나노소재기술(나노분말소재, 광학용 나노소재, 고기능 시너지 소재, 촉매·환경·기능소재에 중점) 41900.0 고기능 고분자 소재 기술 C02 유기화학 nan nan nan nan"
2421406207,오영산업(주),EQU 친환경 에너지절감을 위한 고(高)고착율 반응성염료 개발 1415135438.0 2.02e+19 NFEC-2015-05-202092 2014.0 2014.0 P21 산업통상자원부 U10714 글로벌전문기술개발(주력및신산업) ZC04146 50312.0 환경친화형소재(Eco-material)개발기술 10505.0 첨단소재 기술(기능성 유기소재) EC05 정밀화학 EC08 염색가공 nan nan
2421406207,오영산업(주),"EQU Green 및 Red color Hybrid Color Resist용 고성능 염료개발 1415123447.0 2.01e+19 NFEC-2013-06-179480 2012.0 2012.0 N38 지식경제부 U10008 산업소재원천기술개발 ZC04146 30211.0 나노소재기술(나노분말소재, 광학용 나노소재, 고기능 시너지 소재, 촉매·환경·기능소재에 중점) 12700.0 차세대 디스플레이 기술 J0505 염/안료 및 중간체 J0514 전자산업용 정밀화학소재 nan nan"
2421406207,코오롱인더스트리(주),EQU 저유전율 광차단막: 유기안료에 기반한 나노분산체 개발 및 응용 기술 1415107990.0 2.01e+19 NFEC-2011-01-131686 2010.0 2010.0 N38 지식경제부 200907434570301A 산업소재산업원천기술개발 ACA2786 30212.0 기타 나노소재기술 12700.0 차세대 디스플레이 기술 I99 기타 재료 nan nan nan nan
