BusinessNum,PublicationAgency,MergedText
2208205880,정보통신산업진흥원,GCS(Global Creative Software)과제 SW 품질확보를 위한 품질활동 관리사업 대한민국 1711029795.0 GCS(Global Creative Software)과제 SW 품질 확보를 위한 품질활동 관리사업 최석원
2208205880,정보통신산업진흥원,융합산업활성화기반조성 대한민국 1711103081.0 융합산업활성화기반조성 윤준배
2208205880,정보통신산업진흥원,2016년 정보통신산업 진흥 연차보고서 대한민국 1711042424.0 2016년 정보통신산업 진흥 연차보고서 변화성
2208205880,정보통신산업진흥원,SW자산재개발 대한민국 1711055154.0 SW자산재개발 사업 김민수
2208205880,정보통신산업진흥원,공개SW활성화지원 대한민국 1415100382.0 공개 SW 활성화 지원 김태열
2208205880,정보통신산업진흥원,산학협업 IT멘토링 제도 운영 대한민국 1415109522.0 IT멘토링 제도 운영 권장우
2208205880,정보통신산업진흥원,클라우드 컴퓨팅 본격 확산에 따른 IT비즈니스 활성화 방안 연구 대한민국 1415109524.0 클라우드 컴퓨팅 본격 확산에 따른 IT 비즈니스 활성화 방안 연구 백양섭
2208205880,정보통신산업진흥원,디지털(DNA) 혁신기업 우수사례 성과분석 및 파급효과 연구 대한민국 1711120553.0 디지털(DNA) 혁신기업 우수사례 성과분석 및 파급효과 연구 이창훈
2208205880,정보통신산업진흥원,SW자산활용촉진 대한민국 1711055409.0 SW자산활용촉진 윤지석
2208205880,정보통신산업진흥원,선도기술과제 SW 품질 확보를 위한 품질활동 관리사업 대한민국 1711026469.0 선도기술과제 SW 품질 확보를 위한 품질활동 관리사업 최석원
2208205880,정보통신산업진흥원,SW프로슈머 평가 대한민국 1711055118.0 SW프로슈머평가 윤지석
2208205880,정보통신산업진흥원,2018년 GCS(Global Creative Software)과제 SW 품질 확보를 위한 품질활동 관리사업 대한민국 1711103072.0 2018년 GCS(Global Creative Software)과제 SW 품질 확보를 위한 품질활동 관리사업 박용석
2208205880,정보통신산업진흥원,정보기술인력 개편방안 대한민국 1415125514.0 정보통신기술인력양성사업 개편방안 연구 이진규
2208205880,정보통신산업진흥원,"지능정보사회 구현을 위한 심층통계, 경제효과 및 세부 이행전략 분석연구 대한민국 1711056732.0 (41)지능정보사회 구현을 위한 심층통계, 경제효과 및 세부 이행전략 분석연구 민병수"
2208205880,정보통신산업진흥원,RFID/USN시험인증기반구축사업 대한민국 1415118804.0 RFID/USN 시험인증기반구축 전현철
2208205880,정보통신산업진흥원,3D프린팅 기술을 활용한 사업화 지원 방안 연구 대한민국 1711026321.0 3D프린팅 기술을 활용한 사업화 지원방안 연구 임태홍
2208205880,정보통신산업진흥원,SW중심사회 포털 대한민국 1711055560.0 SW중심사회포털 홍태준
2208205880,정보통신산업진흥원,인공지능 산업 육성을 위한 AI 산업화 로드맵 정책 연구 대한민국 1711073799.0 (51) 인공지능 산업 육성을 위한 AI 산업화 로드맵 정책 연구 윤준배
2208205880,정보통신산업진흥원,SW Maestro 과정 대한민국 1415111351.0 SW Maestro 과정 이진규
2208205880,정보통신산업진흥원,SW공학경쟁력강화 대한민국 1711055352.0 SW공학경쟁력강화 전수남
2208205880,정보통신산업진흥원,시청자권익증진활동 지원사업 개선방안 연구 대한민국 1415109740.0 시청자권익증진활동지원사업 개선방안 연구 이수영
2208205880,정보통신산업진흥원,IoT 오픈플랫폼 기반 개발·검증지원 인프라구축 대한민국 1711070257.0 IoT 오픈플랫폼 기반 개발·검증지원 인프라구축 채윤경
2208205880,정보통신산업진흥원,IT 부품 수급·동향 모니터링 및 사업관리 대한민국 1415098752.0 IT부품 수급·동향 모니터링 및 사업관리 강회일
2208205880,정보통신산업진흥원,GCS(Global Creative Software) 과제 SW품질 확보를 위한 품질활동 관리사업 대한민국 1711037784.0 GCS(Global Creative Software) 과제 SW품질 확보를 위한 품질활동 관리사업 최석원
2208205880,정보통신산업진흥원,네트워크 기반의 u-Devices 및 Robot을 이용한 개인별 맞춤학습 관리기술 개발 대한민국 1415116951.0 네트워크 기반의 u-Devices 및 Robot을 이용한 개인별 맞춤학습 관리기술 개발 강현구
2208205880,정보통신산업진흥원,IT역량지수 개발 및 시범운영 대한민국 1415123219.0 IT역량지수 개발 및 시범운영 황정애
2208205880,정보통신산업진흥원,공개SW활성화지원 대한민국 1415128808.0 공개SW활성화지원 김태열
2208205880,정보통신산업진흥원,GCS(Global Creative Software)과제 SW품질확보를 위한 품질활동 관리사업 대한민국 1711061461.0 2017 GCS(Global Creative Software)과제 SW 품질 확보를 위한 품질활동 관리사업 박용석
2208205880,정보통신산업진흥원,산학협업 IT멘토링 제도 활성화 과제 대한민국 1415086756.0 대학IT교육경쟁력강화_산학협업 IT멘토링 제도 활성화 권장우
2208205880,정보통신산업진흥원,IT역량지수 모델 개발 및 시범운영 대한민국 1415128779.0 IT역량지수 개발 및 시범운영 임승호
2208205880,정보통신산업진흥원,SW공학경쟁력강화에 관한 지식경제 기술혁신사업 대한민국 1415115327.0 SW공학경쟁력강화 서주형
2208205880,정보통신산업진흥원,정보통신(ICT) 활성화 실행계획 수립 연구 대한민국 1711021387.0 정보통신(ICT) 활성화 실행계획 수립 연구 원상호
2208205880,정보통신산업진흥원,IT특화연구소 설립 대한민국 1415115261.0 IT특화연구소 설립 김태열
2208205880,정보통신산업진흥원,IT특화연구소 설립 대한민국 1415123297.0 IT특화연구소 설립 김태열
2208205880,정보통신산업진흥원,RFID/USN 시험인증기반구축 대한민국 1415123342.0 RFID/USN 시험인증기반구축 전현철
2208205880,정보통신산업진흥원,IT 정책 모니터링 및 환류체계 연구 대한민국 1415109762.0 IT정책 모니터링 및 환류체계 연구 지은희
2208205880,정보통신산업진흥원,SW공학경쟁력강화 대한민국 1711026343.0 SW공학경쟁력 강화 전수남
2208205880,정보통신산업진흥원,IoT 오픈플랫폼 기반 개발·검증지원 인프라 구축 대한민국 1711055452.0 IoT 오픈플랫폼 기반 개발·검증지원 인프라구축 채윤경
2208205880,정보통신산업진흥원,융합산업 활성화 기반조성 대한민국 1711056739.0 융합산업활성화기반조성 이창훈
2208205880,정보통신산업진흥원,의료 ICT 융합분야에서의 지능정보기술 적용 활성화 방안 연구 대한민국 1711033934.0 의료 ICT 융합분야에서의 지능정보기술 적용 활성화 방안 연구 전준수
2208205880,정보통신산업진흥원,3D프린팅 신규서비스 모델개발 연구 대한민국 1711021367.0 3D프린팅 관련 신규 서비스 모델 개발 연구 이재길
2208205880,정보통신산업진흥원,SaaS 활성화 기반구축 대한민국 1711055543.0 SaaS활성화기반구축 이민우
2208205880,정보통신산업진흥원,IT Convergence Conference 개최 대한민국 1415111885.0 IT Convergence Conference 개최 문병주
2208205880,정보통신산업진흥원,서울어코드 클럽 운영 대한민국 1415123268.0 서울어코드 클럽 운영 황정애
2208205880,정보통신산업진흥원,IT통계조사 및 동향분석 대한민국 1415123306.0 2012년 IT통계조사 및 동향분석 지원 이효은
2208205880,정보통신산업진흥원,GCS(Global Creative Software)과제 SW품질확보를 위한 품질활동 관리사업 대한민국 1711042492.0 GCS(Global Creative Software)과제 SW 품질 확보를 위한 품질활동 관리사업 최석원
2208205880,정보통신산업진흥원,2016년-2차 GCS(Global Creative Software) 과제 SW품질 확보를 위한 품질활동 관리사업 대한민국 1711045122.0 2016년-2차 GCS(Global Creative Software) 과제 SW품질 확보를 위한 품질활동 관리사업 윤지석
2208205880,정보통신산업진흥원,SaaS 활성화기반구축 대한민국 1711035374.0 SaaS 활성화기반구축 이민우
2208600769,(주)엔다인아이엔씨,식의약 안전관리 전문역량강화를 위한 사이버 교육프로그램 개발 연구 대한민국 1475005896.0 식의약 안전관리 전문역량강화를 위한 사이버 교육프로그램 개발 연구 최우영
2208600769,엔다인아이엔씨,식 • 의약 분야 전문가 양성을 위한 교육훈련 운영체계 발전방안 연구 대한민국 1475005913.0 식·의약 분야 전문가 양성을 위한 교육훈련 운영체계 발전방안 연구 최우영
3148104727,(주)위너다임,인터넷상의 개인정보 감시·관리 서비스 개발 대한민국 1425050058.0 인터넷상의 개인정보 감시.관리 서비스 개발 남기효
3148104727,(주)위너다임,웹2.0 환경에서의 웹 위험분석대응시스템 개발 대한민국 1425054321.0 웹 2.0 환경에서의 웹 위험분석대응 시스템 개발 남기효
3148104727,(주)위너다임,스마트폰 보안 및 스마트워크 환경 정보 유출방지 시스템 개발 대한민국 1425069813.0 스마트폰 보안 및 스마트워크 환경 정보 유출방지 시스템 개발 정문권
3148104727,(주)위너다임,스마트워크 환경의 정보보호를 위한 Virtual Private Cloud 시스템 개발 대한민국 1425081505.0 스마트워크 환경의 정보보호를 위한 Virtual Private Cloud 시스템 개발 고현진
3148104727,(주)위너다임,개방형 웹 컴포넌트 기반의 웹2.0 프라이버시 보호 시스템 개발 대한민국 1445006346.0 개방형 웹 컴포넌트 기반의 웹2.0 프라이버시 보호 시스템 개발 남기효
1058607750,아이가드시스템,습식코팅 공정 및 터치스크린용 습식 반사방지막 sheet 개발 대한민국 1425099248.0 습식코팅공정및터치스크린용습식반사방지막sheet개발 전영국
1248601728,광명산업(주),차세대 신개념/고신뢰성 시트 트랙 개발 대한민국 1425085761.0 차세대 신개념/고신뢰성 시트 메카니즘 개발 유재필
5258101607,융합기술,초경량 태양광 비상경보시스템의 발전성능 극대화 및 ICT융합 에너지 효율화 기술개발 대한민국 1425137039.0 초경량 태양광 비상경보시스템의 발전성능 극대화 및 ICT융합 에너지 효율화 기술개발 정연식
1128606562,모닛,스마트 센서 기반의 베이비 모니터링 IoT 시스템 개발 대한민국 1425112566.0 스마트 센서 기반의 베이비 모니터링 IOT 시스템 개발 백재호
6728601285,알에스팀,"IoT기반 안전관제(스마트팩토리, 스마트팜, FMS 등) 앱/서비스 시스템 대한민국 1425137397.0 2019년도 R&D기획지원사업(3차)_멘토링과제 유선호"
4188107205,우진건설,코팅력이 우수한 라운드형 리브강관 제작을 위한 롤포밍 공정 개발 대한민국 1425106741.0 코팅력이 우수한 라운드형 리브강관 제작을 위한 롤포밍 공정 개발 나유미
1090900354,(주)우진,원전 주급수유량 정밀측정용 초음파유량계(Spool Piece Type) 국산화개발 대한민국 1425066597.0 원전 주급수유량 정밀측정용 초음파유량계(Spool Piece Type) 국산화 개발 유계현
1090900354,(주)우진,측정불확도 1.0 %급 요소수미터 성능평가를 위한 실사용 조건의 검사설비 개발 대한민국 1415140506.0 측정불확도 1.0 %급 요소수미터 성능평가를 위한 실사용 조건의 검사설비 개발 남기한
1090900354,(주)우진,철도 시공을 위한 14톤급 굴삭기용 궤도 주행장치 및 어태치먼트 개발 대한민국 1425106282.0 철도 시공을 위한 14톤급 굴삭기용 궤도 주행장치 및 어태치먼트 개발 노상철
1090900354,우진(주),원전 주급수유량 정밀측정용 초음파유량계(Spool Piece Type) 국산화 개발 대한민국 1425066597.0 원전 주급수유량 정밀측정용 초음파유량계(Spool Piece Type) 국산화 개발 유계현
1090900354,(주)우진,자기 출력형 중성자 검출기 및 감도측정기술 개발 대한민국 1410059317.0 자기 출력형 중성자 검출기 및 감도측정기술 개발 유계현
1090900354,(주)우진,전로 및 전기로 출강구 슬래그 유출방지 시스템 대한민국 1415152294.0 전로 및 전기로 출강구 슬래그 유출 방지 시스템 강용운
2068600956,(주)둡,딥러닝(deep learning) 기술을 적용한 유아용 전기자동차와 이를 활용한 증강현실(Augmented Reality) 모바일 게임 대한민국 1425113687.0 딥러닝(deep learning) 기술을 적용한 유아용 전기자동차와 이를 활용한 증강현실(Augmented Reality) 모바일 게임 박기현
2068600956,(주)둡,K-culture 게임 허브 센터 대한민국 1425086638.0 K-culture 게임 허브 센터 박기현
6091700415,(주)에스아이티,6G급 AMOLED 생산용 Moving Type의 선형 증착원 및 5.5kW 전원 개발 대한민국 1425083124.0 6G급 AMOLED 생산용 Moving Type의 선형 증착원 및 5.5kW 전원 개발 최창구
4288805245,가온플랫폼,스마트 플랜트 & 팩토리 산업의 설비 예지보전을 위한 머신러닝 기반의 지능형 예측진단 시스템 개발 대한민국 1425137464.0 IoT 융합 지능형 영상분석 통합감시 시스템 조만영
1078704249,앤미디어,다중 카메라 기반 무안경식 다시점 3D 영상 획득 시스템 및 다시점 실감형 콘텐츠 제작 기술 개발 대한민국 1711026510.0 다중 카메라 기반 무안경식 다시점 3D 영상 획득 시스템 및 다시점 실감형 콘텐츠 제작 기술 개발 이민석
5038104072,조아전자,Reverse System 기반 초간편 보너스 서비스를 위한 옴니 보너스 디바이스 개발 대한민국 1425124389.0 Reverse System 기반 초간편 보너스 서비스를 위한 옴니 보너스 디바이스 개발 강대운
5038104072,조아전자,Reverse System 기반 초간편 보너스 서비스를 위한 옴니 보너스 디바이스 개발 대한민국 1425113140.0 Reverse System 기반 초간편 보너스 서비스를 위한 옴니 보너스 디바이스 개발 강대운
1212502628,제일산업,Hole-Cavity 공명기술과 미세공 스테인레스칩 소결 기술 융합 소음기 개발 대한민국 1425115663.0 Hole-Cavity 공명기술과 미세공 스테인레스칩 소결 기술 융합 소음기 개발 백남도
3148103567,님버스,43Gbps OTU3 디지털 Wrapper 개발 대한민국 1425050938.0 43Gbps OTU3 디지털 Wrapper 개발 송주빈
3148103567,(주)님버스,저지연 스트리밍 서비스 기능의 실시간 고품질 Audio/Video Bridge 송수신 시스템 개발 대한민국 1425085807.0 저지연 스트리밍 서비스 기능의 실시간 고품질 Audio/Video Bridge 송수신 시스템 개발 송주빈
3148103567,(주)님버스,원격 컴퓨팅서비스를 위한 고화질 IP KVM 송수신기 개발 대한민국 1425070204.0 원격 컴퓨팅서비스를 위한 고화질 IP KVM 송수신기 개발 송주빈
3148103567,님버스,네트웍 비디오 전송효율을 향상시키는 HEVC 트랜스코더 개발 대한민국 1425126107.0 네트웍 비디오 전송효율을 향상시키는 HEVC 트랜스코더 개발 송주빈
3148103567,(주)님버스,43Gbit/s OTH 광전송시스템 개발에 관한 연구 대한민국 1415098712.0 43Gbit/s OTH 광전송시스템 개발 송주빈
3148103567,(주)님버스,10GbE/40G 광트랜스폰더 개발 대한민국 1445006226.0 10gbE/40G 광트랜스폰더 개발 송주빈
3148103567,(주)님버스,디지털정보게시판을 위한 무선 오디오 스트리밍 시스템 개발 대한민국 1415124000.0 디지털정보게시판을 위한 무선 오디오 스트리밍 시스템 개발 송주빈
3098105073,에이원,Liquid EPDM 폴리머를 활용한 자동차 하부용 투명 코팅제 개발 대한민국 1425119138.0 Liquid EPDM 폴리머를 활용한 자동차 하부용 투명 코팅제 개발 송가현
3098105073,에이원,"유아시트 방향을 정면/후면으로 변경사용 가능하며, 한 손으로 쉽게 접고 펼 수 있는 2접형 경량유모차의 개발 대한민국 1425099636.0 유아시트 방향을 정면/후면으로 변경사용 가능하며, 한 손으로 쉽게 접고 펼 수 있는 2접형 경량유모차의 개발 김동준"
3098105073,에이원,견인기능을 포함한 정형용 다기능 교정장치 개발 대한민국 1425126083.0 견인기능을 포함한 정형용 다기능 교정장치 개발 지경수
2208607861,엔쓰리디앤티,목적형 공간의 사용자 맞춤형 스페이스 프로그래밍 대한민국 1425100079.0 목적형 공간의 사용자 맞춤형 스페이스 프로그래밍 고도재
5138503847,(주)맨엔텔,ICT기반 고령자 맞춤형 게임 연동 모듈형 재활치료 및 운동 플랫폼 개발 대한민국 1415162701.0 ICT기반 고령자 맞춤형 게임 연동 모듈형 재활치료 및 운동 플랫폼 개발 정광욱
5138503847,(주)맨엔텔,능동적 척추안정화 재활 훈련기기 개발 대한민국 1425079018.0 능동적 척추안정화 재활 훈련기기 개발 오도봉
5138503847,(주)맨엔텔,족관절 외골격을 이용한 보행 재활 시스템 개발 대한민국 1711020436.0 족관절 외골격을 이용한 보행 재활 시스템 개발 정광욱
5138503847,(주)맨엔텔,능동형 체간 정상화 재활치료기구의 개발 및 상용화 대한민국 1415119650.0 능동형 체간 정상화 재활치료기구의 개발 및 상용화 정광욱
1078600127,(주)다누시스,청정도시 구현을 위한 영상 빅데이터 기반 스마트 도시관제솔루션 개발 대한민국 1425132645.0 청정도시 구현을 위한 영상 빅데이터 기반 스마트 도시관제솔루션 개발 이윤진
1078600127,(주)다누시스,물체 물리변량 수집모듈과 운용시스템 개발 대한민국 1425049074.0 물체 물리변량 수집모듈과 운용시스템 개발 양병호
1048107180,(주)대우건설,펄스파워를 이용한 확공형 앵커공법 개발 대한민국 1615000088.0 펄스파워를 이용한 확공형 앵커공법 개발 김태훈
1048107180,(주)대우건설,"흡착/촉매를 이용한 50,000m3/hr 규모 소각로 배출가스 질소산화물 및 다이옥신류 동시처리 공정 실증화 연구 대한민국 1485005942.0 흡착/촉매를 이용한 50,000m3/hr 규모 소각로 배출가스 질소산화물 및 다이옥신류 동시처리 공정 실증화 연구 김병환"
1048107180,대우건설,유틸리티 기반 상수도시스템 에너지 효율화 및 모니터링 기술 개발 대한민국 1485017564.0 유틸리티 기반 상수도시스템 에너지 효율화 및 모니터링 기술 개발 오희경
1048107180,(주)대우건설,흡착/촉매공정을 이용한 배출가스 질소산화물 및 다이옥신류 동시처리 공정개발 대한민국 1480002539.0 흡착/촉매공정을 이용한 배출가스 질소산화물 및 다이옥신류 동시처리 공정개발 김병환
1048107180,대우건설,저에너지 건물 구현을 위한 융복합기술 실증사업 대한민국 1415114738.0 저에너지 건물 구현을 위한 융복합기술 실증사업 오보환
1048107180,(주)대우건설,마이크로파를 이용한 하수슬러지 전처리 및 감량화 공정 실증연구 대한민국 1485006192.0 마이크로파를 이용한 하수슬러지 전처리 및 감량화 공정 실증연구 홍승모
1048107180,(주)대우건설,슬러지 고온 용해 유기산을 외부탄소원으로 하는 수직형 MBR 고도하수처리기술 개발 대한민국 1480002317.0 슬러지 고온 용해 유기산을 외부탄소원으로 하는 수직형 MBR 고도하수처리기술 개발 이의신
1048107180,(주)대우건설,전기저항가열법을 이용한 휘발 및 준휘발성 유기화합물 오염토양 복원기술 실용화 대한민국 1480000214.0 전기저항가열법을 이용한 휘발 및 준휘발성 유기화합물 오염토양 복원기술 실용화 박기호
1048107180,(주)대우건설,하·폐수 고도처리 및 핵심요소기술;마이크로파를 이용한 하수슬러지의 전처리 및 감량화 기술개발 대한민국 1480002850.0 마이크로파를 이용한 하수슬러지의 전처리 및 감량화 기술개발 홍승모
1048107180,(주)대우건설,Bio magnetite를 이용한 고도하수처리 대한민국 1480001273.0 Bio magnetite를 이용한 고도하수처리 이의신
1048107180,대우건설,고농도 유기성 바이오매스의 선택적 고율 이상혐기성 공정을 이용한 바이오가스 발전 대한민국 1415092413.0 고농도 유기성 바이오매스의 선택적 고율 혐기성공정 적용을 통한 바이오 가스 발전 홍승모
1048107180,(주)대우건설,건설공사장 소음 저감 방안 및 소음도 예측 프로그램 개발 대한민국 1485008355.0 건설공사장 소음 저감 방안 및 소음도 예측 프로그램 개발 임정빈
1048107180,(주)대우건설,열분해·용융 시설의 배출가스 및 잔유물 활용기술 개발 대한민국 1485005833.0 열분해 용융 시설의 배출 가스 및 잔유물 활용 기술 개발(총괄) 이협희
1048107180,대우건설,고농도 유기성폐수의 고효율 메탄생산을 위한 이상소화시스템 개발 대한민국 1410057941.0 고농도유기성폐수의고효율메탄생산을위한이상소화시스템개발 김기동
1048107180,(주)대우건설,고온공기 주입/추출에 의한 유류오염 토양 및 지하수의 통합형 복원기술 실용화 연구 대한민국 1480002853.0 고온공기 주입/추출에 의한 유류오염 토양 및 지하수의 통합형 복원기술 실용화 연구 박기호
1048107180,(주)대우건설,고농도 유기성 바이오매스의 선택적 고율 혐기성공정 적용을 통한 바이오 가스 발전에 관한 기술개발 대한민국 1415092413.0 고농도 유기성 바이오매스의 선택적 고율 혐기성공정 적용을 통한 바이오 가스 발전 홍승모
1048107180,(주)대우건설,에너지환경 대응형 복합 외피·창호/공조 시스템 기술 대한민국 1415104261.0 (세부2)에너지환경 대응형 복합 외피 창호/공조 시스템 기술 오보환
1048107180,(주)대우건설,이상혐기공정의 축산폐수적용을 통한 바이오가스 생산 및 에너지이용기술 실증연구 대한민국 1410057345.0 이상혐기공정의 축산폐수 적용을 통한 바이오 가스 생산 및 에너지이용기술 실증연구 홍승모
1061205088,엠케이,EN13201 규격을 만족하는 유럽형 LED가로등 및 스마트 조명제어 시스템 개발 대한민국 1711017516.0 EN13201 규격을 만족하는 유럽형 LED가로등 및 스마트 조명제어 시스템 개발 박억병
1061205088,엠케이,친환경 워셔액 제조기 고도화 사업 대한민국 1425137684.0 친환경 워셔액 제조기 고도화 사업 변무영
1171404661,대영,변형된 트로코이드 곡선과 이중로터의 AWD EOP용 지로터 펌프 개발 대한민국 1711046476.0 변형된 트로코이드 곡선과 이중로터의 AWD EOP용 지로터펌프 개발 김융성
6178103261,대진기업,주물소재 기계부품의 부분 오스템퍼링에 의한 강도향상기술 및 공정 개발 대한민국 1415153481.0 주물소재 기계부품의 부분 오스템퍼링에 의한 강도향상기술 및 공정 개발 정웅철
1104400507,(주)명성,내수 및 수출 전략을 위한 다목적 조사료 수확기의 개발 대한민국 1545007387.0 내수 및 수출 전략을 위한 다목적 조사료 수확기의 개발 강대인
1104400507,(주)명성,청예 사료작물 사일리지 생산을 위한 범용 베일시스템 개발 대한민국 1395027620.0 청예 사료작물 사일리지 생산을 위한 범용 베일시스템 개발 강대인
1104400507,(주)명성,"트랙터 부착형 중형 라운드 베일, 래핑 일체식 복합기 개발 대한민국 1395031379.0 트랙터 부착형 베일-래핑 일체식 복합기 설계 및 제작 강대인"
1104400507,명성,열처리 목재의 강도개선 위한 고강도 열처리 목재제품의 생산기술 개발 대한민국 1425132570.0 열처리 목재의 강도개선 위한 고강도 열처리 목재제품의 생산기술 개발 이주갑
1104400507,(주)명성,BLE기반 인증제어 및 디지탈 키 시스템 기술개발 대한민국 1425132883.0 BLE기반 인증제어 및 디지탈 키 시스템 기술개발 김우진
1104400507,명성(주),고속충전과 무선충전의 고용량 스마트보조배터리 제품 개발 대한민국 1425103157.0 무선충전과 고속충전의 고용량 스마트보조배터리 제품 개발 권택찬
1104400507,(주)명성,중형 트랙터용 스틸 롤러식 원형베일러 개발 대한민국 1545000960.0 중형 트랙터용 스틸 롤러식 원형베일러 개발 허남주
1058704653,피코맥스,FPC향 폴리이미드 액상커버레이 재료 및 공정기술개발 대한민국 1425102682.0 FPC향 폴리이미드 액상커버레이 재료 및 공정기술개발 송종석
1058105828,좋은사람들(주),스마트웨어기반 복합생체신호 측정 제품 및 운동효과분석을 통한 개인별 맞춤형 헬스서비스 개발 대한민국 1425125187.0 스마트웨어기반 복합생체신호 측정 제품 및 운동효과분석을 통한 개인별 맞춤형 헬스서비스 개발 신선주
1058105828,좋은사람들(주),스포츠 활동 시 안전성 향상을 위한 3D 인체 맵핑기술 기반의 Doing 스포츠용 테크니컬 베이스레이어 패션 제품 개발 대한민국 1415129090.0 스포츠 활동 시 안전성 향상을 위한 3D 인체 맵핑기술 기반의 Doing 스포츠용 테크니컬 베이스레이어 패션 제품 개발 신선주
1058105828,좋은사람들(주),스마트웨어기반 복합생체신호 측정 제품 및 운동효과분석을 통한 개인별 맞춤형 헬스서비스 개발 대한민국 1425115279.0 스마트웨어기반 복합생체신호 측정 제품 및 운동효과분석을 통한 개인별 맞춤형 헬스서비스 개발 신선주
1058105828,좋은사람들(주),"액티브 시니어를 위한 동작용이, 보정 보호기능이 향상된 멀티 조합형 바디웨어 패션 제품 개발 대한민국 1425110886.0 액티브 시니어를 위한 동작용이, 보정 보호기능이 향상된 멀티 조합형 바디웨어 패션 제품 개발 신선주"
1058105828,좋은사람들(주),"액티브시니어를 위한 동작용이, 보정보호 기능이 향상된 멀티 조합형 바디웨어 패션 제품 개발 대한민국 1425126285.0 액티브 시니어를 위한 동작용이, 보정 보호기능이 향상된 멀티 조합형 바디웨어 패션 제품 개발 신선주"
1058100683,네트빌(주),SaaS 기반의 기업형 Business Social Software 서비스 개발 대한민국 1425073703.0 SaaS 기반의 기업형 Business Social Software 서비스 개발 김효제
5048107742,신성이엔지(주),실리콘 PV모듈의 고효율 및 PVT 시스템 상용화 대한민국 1415112826.0 실리콘 PV모듈의 고효율 및 PVT 시스템 상용화 조인수
5048107742,(주)신성이엔지,상업용 결정질 고효율 태양전지 구조 및 요소기술 개발 대한민국 1425111002.0 상업용 결정질 고효율 태양전지 구조 및 요소기술 개발 홍근기
1223202345,대영산업(주),친환경 ECO 적색 분산염료 개발을 통한 날염용 BLACK 제품 개선 대한민국 1425109569.0 친환경 ECO 적색 분산염료 개발을 통한 날염용 BLACK 제품 개선 이규환
1223202345,대영산업(주),천연염색용 콩 단백질을 활용한 고수율/고견뢰성 대량생산 사염기술 개발 대한민국 1425133684.0 천연염색용 콩 단백질을 활용한 고수율/고견뢰성 대량생산 사염 기술 개발 박노정
1223202345,대영산업(주),특수 감열지용 현색제 및 감열잉크 개발 대한민국 1425073636.0 특수 감열지용 현색제 및 감열잉크 개발 정지헌
1223202345,대영산업(주),감압치즈염색기를 이용한 재현성 있는 천연 쪽 염색 자동화 공정 개발 대한민국 1425072379.0 감압치즈염색기를 이용한 재현성 있는 천연 쪽 염색 자동화 공정 개발 박노정
1223202345,대영산업(주),"폴리에스테르/레이온 혼방섬유용 BLACK염료 및 염색공정 개발 대한민국 1415136428.0 폴리에스테르,레이온 혼방섬유용 BLACK염료 및 염색공정 개발 이규환"
1278609089,화성,사용자와의 다양한 상호작용을 통한 학습자 선호도 중심의 결합형 스마트 교구 소셜 플랫폼 기술개발 대한민국 1415159990.0 사용자와의 다양한 상호작용을 통한 학습자 선호도 중심의 결합형 스마트 교구 소셜 플랫폼 기술개발 이건하
1278609089,화성,사용자와의 다양한 상호작용을 통한 학습자 선호도 중심의 결합형 스마트 교구 소셜 플랫폼 기술개발 대한민국 1425136915.0 사용자와의 다양한 상호작용을 통한 학습자 선호도 중심의 결합형 스마트 교구 소셜 플랫폼 기술개발 이건하
5558608365,(주)제이솔루션,Mobile FPD 자동 점등검사 시스템 대한민국 1425105094.0 Mobile FPD 자동 점등 검사 시스템 박진영
5558608365,(주)제이솔루션,전력선 통신망과 공중전화 교환망을 이용한 고독사 방지 장치 및 솔루션 개발 대한민국 1425090607.0 전력선 통신망과 공중전화 교환망을 이용한 고독사 방지 장치 및 솔루션 개발 장홍석
5558608365,(주)제이솔루션,재난/재해 인지를 지원하는 환경 데이터 기반 콘텐츠 선별형 디지털 사이니지 시스템 개발 대한민국 1425148217.0 재난/재해 인지를 지원하는 환경 데이터 기반 콘텐츠 선별형 디지털 사이니지 시스템 개발 박찬성
1114807651,씨엠랩,가상현실(3D 유도 영상)기술을 융합한 휴대형 자동 망막 진단 의료기기 개발 대한민국 1425110585.0 가상현실(3D 유도 영상)기술을 융합한 휴대형 자동 망막 진단 의료기기 하태호
2208100768,(주)비트컴퓨터,머신러닝기반 의료EHR 클라우드 서비스 개발 대한민국 1711073484.0 (GCS 17) 머신러닝기반 의료EHR 클라우드 서비스 개발 김강수
2208100768,비트컴퓨터(주),의료장비 보안 표준 및 통합 인터페이스 플랫폼 개발 대한민국 1415146046.0 의료장비 보안 표준 및 통합 인터페이스 플랫폼 개발 장형종
2208100768,비트컴퓨터(주),의료정보 기술 개발 사업;검체 검사 적정성 평가 시스템 개발;검체 검사 데이터 전송 및 적정성 평가 프로그램 개발;검체 검사 전산시스템 현황 분석 및 개선 프로세스 연구 대한민국 1460004593.0 검체검사 적정성 평가 시스템 개발 전진옥
8168601474,한줌,IoT기반 스마트폰을 활용한 '무인보관함 간편 결제 서비스' 대한민국 1425115532.0 IoT기반 스마트폰을 활용한 무인보관함 간편 결제 서비스 최경식
8168601474,한줌,모바일로 안전하고 간편하게 열고닫는 “무인보관함 보안인증 솔루션” 개발 대한민국 1425120404.0 모바일로 안전하고 간편하게 열고닫는 “무인보관함 보안인증 솔루션” 최경식
